text,Event
LIVE REPORT - Assault in #Dammartin http://t.co/j0qZQGopsx #CharlieHebdo http://t.co/czsIwEto2d,charliehebdo
#diannefeinstein said this a while back. Unbelievably ignorant. #CharlieHebdo http://t.co/OaQLyq2sIY,charliehebdo
"It is speculative, but judging by video &amp; imagery from scene of #CharlieHebdo attack, these gunmen are not amateurs - they look experienced.",charliehebdo
"""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack. http://t.co/i4iNC9hLs3 http://t.co/IgiP5dkW1g",charliehebdo
"After #CharlieHebdo attack, satirists express solidarity and vow that fun would never die. http://t.co/XcTHtsVSCa http://t.co/1EVgl9Apfx",charliehebdo
"Re: Charlie Hebdo
Seriously. If your god &amp;/or prophet needs armed men to protect him from cartoons, it pretty much says he's a huge pussy.",charliehebdo
The #CharlieHebdo shooting is an act of terror - violence with a political motive - but well within our existing threat assessment.,charliehebdo
"A cartoon, in solidarity http://t.co/YaRWaoSlcw #CharlieHebdo http://t.co/tgi2au6hp3",charliehebdo
The attack on #CharlieHebdo led to a Twitter reaction that ranged from condemnation to support http://t.co/rChA8VxNvD http://t.co/v65Kjth7hO,charliehebdo
Here comes another Pakistani's take #CharlieHebdo. How does one country produce so many brilliant minds? http://t.co/hcB5kLz3Zd,charliehebdo
Special forces (#GIGN) storm building in #Dammartin where #CharlieHebdo suspects holed up http://t.co/LdSF5QeCiv http://t.co/9KZ9GM5yJz,charliehebdo
"Liberty, equality and fraternity. Freedom of the press, the satire and humor. #JeSuisCharlie http://t.co/uE84TgQeFz",charliehebdo
"We stand with #CharlieHebdo, the only French newspaper that dedicates a weekly column 2 #AnimalRights: http://t.co/o44i7F5wsM #JeSuisCharlie",charliehebdo
"even after #CharlieHebdo massacre,journalists like @sagarikaGhose (in todays #HindustanTimes) wl continue t defend #islam &amp; run down Hindus",charliehebdo
"Cartoons don't denigrate Islam, executing cartoonists does #charliehebdo @FT http://t.co/BobAEoCk23 via @FT",charliehebdo
"Second standoff underway at Kosher grocery store at Porte de Vincennes in eastern Paris, French media reports. http://t.co/xv6GvYIlXA",charliehebdo
"I don't agree with what you have to say,
but I'll defend to the death your right to say it.
#Voltaire

#JeSuisCharlie http://t.co/0bTQmQPmn1",charliehebdo
"#CharlieHebdo Satire was the father of true political freedom, born in the 18th century; the scourge of bigots and tyrants. Sing its praises",charliehebdo
"Breaking News: Paris Police Respond to Report of Second Hostage-Taking
http://t.co/U8BE162qls",charliehebdo
Why there's tension between France and its Muslim population http://t.co/FVPFa8TQXf #CharlieHebdo,charliehebdo
"17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo http://t.co/jcFNEXmH4a",charliehebdo
"After Paris, Obama vows vigilance on terrorism as he releases Gitmo prisoners http://t.co/6vgpK4rTSl #TCOT via @IBDinvestors",charliehebdo
18 controversial covers published by #CharlieHebdo http://t.co/skCMN3PtsJ Photo: Charlie Hebdo http://t.co/EC2G9uANqc,charliehebdo
A shocking number of attacks against French Muslims and mosques days after the #CharlieHebdo massacre: http://t.co/0DokPJ98EB,charliehebdo
This http://t.co/yAKOt5aARE #JeSuisCharlie http://t.co/hUYhnDDBSf,charliehebdo
A few of the #CharlieHebdo shooting inconsistencies but hey let's not nitpick  http://t.co/9I4srbJhsJ,charliehebdo
My heart is with Paris &amp; all affected by this tragedy. #CharlieHebdo #JesuisCharlie #freedom Image: @lucilleclerc http://t.co/T0bszBkgCP,charliehebdo
"#CharlieHebdo suspects, the #KouachiBrothers, both killed, local mayor tells CNN. http://t.co/7Bxdhozq4H http://t.co/l1f32IA2yK",charliehebdo
"""Yo, Charlie Hebdo, I'm really sad for you, I'ma let you finish, but la best galette of all time is reportée au 17 janvier.""
— Balkanye West",charliehebdo
"Special forces evacuate local residents in Saint-Mande, near Porte de Vincennes in Paris. Photo @MartinBureau1 #AFP http://t.co/qvljWjKFWa",charliehebdo
Cartoonist's continue to poke at Tyranny. Quite brilliantly too. #CharlieHebdo #JeSuisCharlie http://t.co/NgoiBb5grw,charliehebdo
Liberal journos say don't label these guys Muslim terrorists because this is such a rare incident. #CharlieHebdo http://t.co/jAeC3PrD3Z,charliehebdo
LIVE video from scene of deadly attack on Paris offices of satirical weekly Charlie Hebdo: http://t.co/h3uQuxHeTF http://t.co/MzzOMR19ve,charliehebdo
The best &amp; most moving tributes to #CharlieHebdo: http://t.co/F5Z7RhsZ19 #JeSuisCharlie http://t.co/ORkqhJG23K,charliehebdo
"French police release pictures of two suspects described as ""armed and dangerous"". More: http://t.co/2J4WQdJnTp http://t.co/kYNwo7GlgQ",charliehebdo
"A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win”
http://t.co/nwdVxrc5f9 http://t.co/JXCOKGeTJC",charliehebdo
"Islam, ""the religion of peace, ""is a violent murderous death cult and should be treated as such. #CharlieHebdo http://t.co/GrhBu1ln2q",charliehebdo
"A mosque in #AixLesBains burnt to the ground but it doesnt interest any media nor the gov @LaLegende77 
#CharlieHebdo http://t.co/HSkLe9S0Py",charliehebdo
#JeSuisCharlie: Messages of solidarity after Paris attack http://t.co/w1K5T3icfk http://t.co/xj3UZ6kY7c,charliehebdo
"Charlie Hebdo will print one million copies of next issue, 20 times bigger than normal http://t.co/KIeWurDwNX",charliehebdo
RIP #CharlieHebdo cartoonists. My toon from 2010: http://t.co/ahyyrlN57s,charliehebdo
Update: There are 2 standoffs happening in Paris now. Both reportedly involve hostages. Live: http://t.co/tuNscQWMJU http://t.co/VAWpXz3nCX,charliehebdo
"""We surrender!"" @Telegraph publishes pic of woman reading #CharlieHebdo, blurs out cartoon cover http://t.co/kPhseVTOWD",charliehebdo
#CharlieHebdo attack latest: Footage shows Paris gunmen on rampage as policeman is shot  http://t.co/VkLHN9pxyf http://t.co/LxHM3TuhQy,charliehebdo
Thousands gather across France in solidarity with #CharlieHebdo terror victims. #JeSuisCharlie http://t.co/GHMABahgaT,charliehebdo
One of the gunmen was radicalized by the horror at Abu Ghraib. #jesuischarlie cc @RumsfeldOffice  http://t.co/N6WPLFYa2n,charliehebdo
"In case you are confused
#CharlieHebdo http://t.co/FEqV6zRuTs",charliehebdo
#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc,charliehebdo
President Obama's statement on the #CharlieHebdo shooting makes no mention of freedom of speech or the press.,charliehebdo
"Remember that #CharlieHebdo, like Theo Van Gogh, criticized ALL religions and people, not just #Islam and #Muslims! http://t.co/bH9I4ZkECh",charliehebdo
My cartoon today @TheTimes on Islamist terror: a cartoon fightback #CharlieHebdo http://t.co/0lG5ax0vF8,charliehebdo
World's artists react to #CharlieHebdo massacre with powerful drawings http://t.co/uwU22qgbt1 http://t.co/rrQx2UZp4I,charliehebdo
"Cartoon by Australian artist @davpope - ""can't sleep, thoughts with my French cartooning colleagues"" #CharlieHebdo http://t.co/GHWJYbFOg7",charliehebdo
"Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. #CharlieHebdo",charliehebdo
"Salman Rushdie: ""I stand with #CharlieHebdo, as we all must, to defend the art of satire, which has always been a force for liberty""",charliehebdo
How come HR organisations in the west give awards to supporter of such actions as @AbdulEla who was awarded by Karama 2013  #CharlieHebdo,charliehebdo
We are hearing gunfire at the siege at the printing building at Dammartin. 2 ambulances raced past.,charliehebdo
"Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96",charliehebdo
French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph,charliehebdo
"Police forces take position by the kosher grocery store in Saint-Mande, near Porte de Vincennes in Paris. #AFP http://t.co/ANkBZtMTSJ",charliehebdo
Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg,charliehebdo
"""Love Stronger Than Hate."" All our thoughts with #CharlieHebdo http://t.co/BqRLXRZdJT",charliehebdo
"I feel France will throw satire into the murderers faces, and freedom of expression will be ever greater #JeSuisCharlie #",charliehebdo
"Forget truth, today even satire is unacceptable.
#CharlieHebdo",charliehebdo
"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie",charliehebdo
"Those who died at #CharlieHebdo will live forever, because pens are more powerful than guns. Don't ever let terror make you think otherwise.",charliehebdo
Prince Harry signs the book of condolence at the French Embassy in London #CharlieHebdo (via @FranceintheUK) http://t.co/GIn3gk9wJp,charliehebdo
So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/tBswsVydnF,charliehebdo
People showing #JeSuisCharlie signs during demonstrations of solidarity around the world after #CharlieHebdo attacks. http://t.co/ArManZTehm,charliehebdo
"In the wake of #CharlieHebdo attack, let's not sacrifice even more rights https://t.co/DZoVYASb9V",charliehebdo
Rage against the murders of freethinkers and Long Live #CharlieHebdo and the continued fight for the right and need to criticise Islam.,charliehebdo
Gunfire and smoke reported at Charlie Hebdo suspect hostage scene http://t.co/rBMh3jpZWx http://t.co/71SjFMZBqh,charliehebdo
Today at 1030GMT #police officers and staff around the country will pause to remember those killed in yesterday's #CharlieHebdo atrocity.,charliehebdo
Here’s the grocery store in eastern Paris where hostage crisis is unfolding http://t.co/r4rG2j2Maq http://t.co/KVzJB8m9rH,charliehebdo
In response to the #CharlieHebdo massacre we must not suppress liberties in the name of defending them - that’s what the terrorists want,charliehebdo
Police surround a business where two suspects in the Charlie Hebdo attack may be barricaded http://t.co/pTzQlm1Mpy http://t.co/TaBppJpb4Q,charliehebdo
CERN put flags at half-mast and observed a minute's silence today in solidarity with #CharlieHebdo #JeSuisCharlie http://t.co/HgzI8R8X4h,charliehebdo
Any faith that cannot withstand humor (even vicious humor) is a pathetic faith. Satire can help religion see our own flaws.  #CharlieHebdo,charliehebdo
"Here's what we know about the #CharlieHebdo attack so far
http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W",charliehebdo
"This is a time to stand with the victims, condemn terror, and remind people of Breivik, Mcveigh and others. #perspective #CharlieHebdo",charliehebdo
French envoy's #CharlieHebdo #Twitter photo goes viral #ParisTerror http://t.co/9oJmJE0OWU http://t.co/Z0CEEFGFeD,charliehebdo
A crowd gathered in Toulouse for the national moment of silence for the #CharlieHebdo victims http://t.co/2AcfAIiVMR http://t.co/QrMRIxpA5N,charliehebdo
"Israel, where Muslim women and children were slaughtered in Palestine this world?

#RespectForMuslims
#CharlieHebdo http://t.co/LCrI2NOQN8",charliehebdo
#MaryamRajavi condemns criminal attack in #Paris offers her condolences to French people and government #CharlieHebdo http://t.co/umc2nD8KDL,charliehebdo
"NEW: The #Salafi response to the #Terrorist #ParisShooting #France: “Were they forbidding an evil?” Please spread.

http://t.co/g9QlYdXlUR",charliehebdo
"Boko Haram killed 2000 people in Baga over a period of 5 days. No, that won't make news like #CharlieHebdo because this is Africa lad.",charliehebdo
"You're not Charlie Hebdo unless you are prepared to retweet its most ""offensive"" cartoons  #iamcharlie http://t.co/fbyn2UEcn0",charliehebdo
Prediction: the #CharlieHebdo massacre will not dent the political class's complacency one iota,charliehebdo
#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice http://t.co/eoDTplTQll,charliehebdo
"BREAKING: Suspects in the #CharlieHebdo attack are dead, local mayor says. Watch updates live: http://t.co/UYpqI3NFaP http://t.co/JmeFCzuP8K",charliehebdo
What we know about the suspects in the Charlie Hebdo attacks: http://t.co/lgoa0zRIPz http://t.co/zAHS26igzy,charliehebdo
World’s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,charliehebdo
Especially poignant this week: Bill Hicks on what free speech really means http://t.co/lvK3nQAzDn #CharlieHebdo http://t.co/5s808jTmxT,charliehebdo
Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot http://t.co/yQKViuS31Z,charliehebdo
"The Prophet ﷺ said:""Whoever curses a Prophet, kill him. Whoever curses my Companions, beat him""
[At-Tabarani and ad-Daraqutni]
#CharlieHebdo",charliehebdo
"We will not be intimidated by brutal, violent attacks on our freedom #JeSuisCharlie",charliehebdo
Steve Bell on the Charlie Hebdo attackers – cartoon http://t.co/OkFs66mAmX http://t.co/jDclFGrzXD,charliehebdo
"That Charlie Hebdo's journalists are determined to bring out the next issue on time is rare courage, reminiscent of Cantor Fitzergald",charliehebdo
Twitter users say 'I am Charlie' in solidarity with victims. 58k tweets &amp; counting #CharlieHebdo #JeSuisCharlie http://t.co/mgKSjJ9t1Z,charliehebdo
France marks minute of silence for victims of #CharlieHebdo http://t.co/YkwO7nZxcb http://t.co/HK1sqKai84,charliehebdo
Updates on #CharlieHebdo shooting from @nytimes staff @mmcphate @HannahOlivennes @karaszpalko @cbtly &amp; others: http://t.co/TekFzlVjQE,charliehebdo
"UnReal Toon: #CharlieHebdo's cartoonists in great demand 
(via @sagarcartoonist, with @ajayendar) http://t.co/KKF0DgCnL4",charliehebdo
Lets play a game. This will be blamed on (a) Racism of Charlie Hebdo (b) Poverty (c) Colonial France (d) Evil of Free Speech,charliehebdo
Join us in hating horrible crimes and racist cartoons at the same time http://t.co/JHJlB2950h #CitizenRadio #CharlieHebdo,charliehebdo
Best journalistic answer to terrorist attack on #CharlieHebdo is for news outlets to publish #CharlieHebdo cartoons on  websites/front pages,charliehebdo
"#CharlieHebdo #ParisShooting 
Islamist will not allow anyone to sketch even a cartoon but A #PK  can hurt sentiments http://t.co/NNEmXsTi87",charliehebdo
Photo: Explosion at printworks factory #CharlieHebdo #ParisAttacks via @SkyNewsBreak http://t.co/918V2HK9CT http://t.co/7T19sihsjH,charliehebdo
Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,charliehebdo
"DEVELOPING: Gunman takes hostages at kosher supermarket in Paris, cops say http://t.co/WMYpvXMkCp",charliehebdo
French police launch assault at site north of Paris where two suspected Charlie Hebdo killers are holding a hostage http://t.co/WBAbocdrBQ,charliehebdo
Photo posted online shows scene by Paris supermarket where gunman reportedly holding hostages http://t.co/Ya62OhLzBz http://t.co/hV8jt1fgum,charliehebdo
"French cartoonist Charb among dead in #CharlieHebdo attack, his cartoons often attacked racism and islamophobia. http://t.co/Nmi5g98WO0",charliehebdo
"Poor attempt by @bdutt to justify #CharlieHebdo attack, despite the fact that France was first to recognise Palestine http://t.co/e4BBlsWwOp",charliehebdo
"Instead of focusing on the recent dead in Paris, we should keep in mind that Islamists have committed 24,784 deadly attacks since 9/11.",charliehebdo
"#CharlieHebdo: Europe has a terrorism problem, not a Muslim problem http://t.co/miZoer532S (Pic: F Strazzari) http://t.co/w9VlkOerBF",charliehebdo
We stand w/the int'l community in defense of freedom of press. Our thoughts R w/the victims &amp; families #CharlieHebdo http://t.co/dymLeiXPy1,charliehebdo
Armed police arrest young people on a scooter as they arrive near kosher store #ParisAttacks http://t.co/M4aH8CyXma http://t.co/rjTNwgJn8l,charliehebdo
#JeSuisCharlie part 2. Retweet everywhere in honor of the fabulous satirists under attack http://t.co/Uvox0Wu68m,charliehebdo
Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,charliehebdo
"‘If liberty means anything at all, it means the right to tell people what they do not want to hear’ George Orwell #JeSuisCharlie",charliehebdo
"Western double standards hit a new low following #CharlieHebdo 
By cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY",charliehebdo
Iran condemns #CharlieHebdo massacre?! What about this man on death row... for blogging! http://t.co/H1Kbn2AltW http://t.co/wSeuOMPtuf,charliehebdo
"Front pages from around the world, as publications react to #CharlieHebdo attack: http://t.co/hrslXlve4D via @Newseum http://t.co/ZD62G2klC7",charliehebdo
"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",charliehebdo
See how the world responded to the Paris terrorist attack http://t.co/pVh5tBSxIB #JeSuisCharlie #ParisShooting http://t.co/L8xD9XlDbd,charliehebdo
"Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions http://t.co/eSFhZflldV http://t.co/MP8T3q3Pjx",charliehebdo
"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/u6f5G55osR http://t.co/jEhFMSh0Au",charliehebdo
#BREAKING Schools near Paris hostage-taking go into lockdown: officials,charliehebdo
Statement on appalling attack against #CharlieHebdo http://t.co/Ic5TSVhO0f,charliehebdo
"Put your pencils up! 
@iGaddo your cartoon screams defiance. I love it and stand with you. #JeSuisCharlie http://t.co/yW5fPm3VZr",charliehebdo
Paris terror attacks: six explosions heard at kosher supermarket in Paris – live updates http://t.co/mtPv1mMS0D,charliehebdo
Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,charliehebdo
"THE UTTER HYPOCRISY

#JeSuisCharlie http://t.co/pZ86pz93C1",charliehebdo
#CharlieHebdo suspects were on British terror watch list for years http://t.co/LbKmHMVDoV http://t.co/KDWpLXG9MI,charliehebdo
Charlie Hebdo to Print 1 Million Copies in Defiance After Attack http://t.co/2kvfnSm5oI via @business,charliehebdo
"Jews, Catholics, Muslims, Whites, Blacks... Everyone attacked by #CharlieHebdo, No one reacted like Peaceful did. http://t.co/Z3qTk7dk9d",charliehebdo
The Men Behind the Cartoons at Charlie Hebdo http://t.co/bBoc0tSszE,charliehebdo
In solidarity with all the journalists pursuing their profession and freedom of speech. #CharlieHebdo http://t.co/n7WSJsf0Si,charliehebdo
"You know what is sad about Indian media? We don't have a #CharlieHebdo, with guts to offend one and all even in the face of bullets",charliehebdo
".@FT calls #CharlieHebdo ""stupid"" &amp; calls for editorial ""common sense."" Capitulation of free speech http://t.co/qUBNEvWzBY h/t @LukeReuters",charliehebdo
I'm so sick of ppl tiptoeing around the fact that this was an ISLAMIC attack. The politically correct bullshit needs to stop. #CharlieHebdo,charliehebdo
"Good morning from #Paris where we will have the latest on the #CharlieHebdo attack. 9am in Paris, 3am in the east http://t.co/oRX61fCUke",charliehebdo
"As a Muslim, killing 12 innocent people in the name of Islam is much, much more offensive to than any cartoon can ever be #CharlieHebdo",charliehebdo
"Cartoonists are on the frontline defending freedom of expression. My thoughts are w the #CharlieHebdo vitims, their loved ones &amp; colleagues",charliehebdo
"Oct 1 cover #CharlieHebdo criticizing ISIS: 'I am the prophet, idiot' beheader: 'STFU, infidel!' #freedomofexpression http://t.co/HAV5tktU7y",charliehebdo
Leading article: We are all Charlie now http://t.co/EmnXkNoDcY #CharlieHebdo http://t.co/uC1ftkDw5E,charliehebdo
Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo http://t.co/Ts1qzQKGtV,charliehebdo
RT @Beltrew: A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre http://t.co/4Dq68GL9mT,charliehebdo
"At 87 years of age, Asterix cartoonist Uderzo gets back on the drawing board #CharlieHebdo  #DammartinEnGoele http://t.co/1lNGYsOFvU",charliehebdo
Don't know if this Woody Guthrie-quoting #CharlieHebdo image is really by Banksy (@therealbanksy?) but I like it. http://t.co/MNXYEMIWMO,charliehebdo
"Public schools are closed, France raises terror alert to highest level after attack at #CharlieHebdo http://t.co/L98elfVNsf",charliehebdo
How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,charliehebdo
FUCK THE TERRORIST IN PARIS I BREAK THERE FUCKING NECKS,charliehebdo
"Incredibly sad pic of #CharlieHebdo cartoonist Wolinski's desk posted by his daughter. ""Papa est parti pas Wolinski."" http://t.co/AyXPd76BPG",charliehebdo
"Angela Merkel condemned the #CharlieHebdo attack on ""freedom of speech and the press."" Obama did not. Shameful.",charliehebdo
Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run http://t.co/xcK8lY9IeR http://t.co/tQuxQ06Q7f,charliehebdo
Terrorists have opened fire in the Charlie Hebdo newsroom in Paris killing twelve people and wounding many others: http://t.co/qX1u3uVsGF,charliehebdo
"This doesn't represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. #CharlieHebdo",charliehebdo
2 standoffs happening now. Hostages believed involved. 1 gunman in kosher deli in eastern Paris. 2 terror suspects in town near CDG airport,charliehebdo
"BREAKING: #CharlieHebdo suspects barricaded in house in Crepy-en-Valois, surrounded by police, Le Figaro reports http://t.co/KwSJ7U0N0R",charliehebdo
We should never be ashamed to be Muslim but we should publicly condemn the savages who tarnish our name ##ParisShooting #CharlieHebdo,charliehebdo
"Kouachi brothers, suspects in #CharlieHebdo massacre, killed as police storm building outside Paris - reports http://t.co/utGjvxPhOi",charliehebdo
This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N,charliehebdo
"They wanted to bring France to her knees. Instead, France stood up. #JeSuisCharlie http://t.co/btQfyAh4ps",charliehebdo
Voltaire's gift: Why the battle for free speech is so important #CharlieHebdo http://t.co/7ioa4EHkju http://t.co/f9rwRMDani,charliehebdo
"Stop hijacking our faith you crazed murderers!

Thoughts and prayers with victims &amp; their families.

 #Charliehebdo",charliehebdo
"Depressing that ppl don't realise most victims of Islamic extremists are Muslims… but I'm relieved @OwenJones84 does
http://t.co/rv2VVTrVWl",charliehebdo
Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France. http://t.co/yNCZFyhV5a http://t.co/5M9IGKUGWR,charliehebdo
Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/k6inhBmGsf,charliehebdo
World leaders condemn attack on Charlie Hebdo in Paris http://t.co/yesdm54WVA,charliehebdo
The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/A8AisDaypj,charliehebdo
Don't let Islamists intimidate u. Republish the cartoons in solidarity with #CharlieHebdo victims &amp; 4 free expression http://t.co/3YCJRdaUID,charliehebdo
PHOTO: Police release this photo of a man they believe has taken at least five people hostage in a Paris market: http://t.co/8UZpTcLqUn,charliehebdo
BREAKING: Smoke coming from building where Charlie Hebdo attack suspects located: Reuters reporter,charliehebdo
Among the names of the dead are 'Ahmed' and 'Mustapha' -- both are also names of the Prophet Muhammad #CharlieHebdo https://t.co/APrF7K6H0n,charliehebdo
Car used by gunmen in #CharlieHebdo attack removed by police from road in northern Paris http://t.co/AQAzDDybrM http://t.co/OGr27G6pRQ,charliehebdo
"-Muslim shooter - 1.7 Billion Muslims guilty

-Black shooter - ""All Blacks are violent""

-White Shooter - ""Lone Wolf""

#CharlieHebdo",charliehebdo
"#CharlieHebdo attacker: ""We don’t kill women but you have to convert to Islam, read the Qu’ran and wear a veil."" http://t.co/rpZHDQZddO",charliehebdo
BREAKING: Astonishing video of the Paris terror attack as it was happening &gt; http://t.co/sglPyWCWhL (via @BBCDanielS ) #CharlieHebdo,charliehebdo
#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1,charliehebdo
Israel shares France's pain and grief.  #CharlieHebdo http://t.co/mjFnEkvajd,charliehebdo
"Slain #CharlieHebdo EIC, Charb, in a 2012 interview. ""I'd rather die standing than live on my knees."" http://t.co/YnZGqGzrni",charliehebdo
#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,charliehebdo
"BREAKING: Suspects in #CharlieHebdo shooting ""still free"" and ""heavily armed,"" French Prime Minister says. http://t.co/ecqWtDAaqc",charliehebdo
Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,charliehebdo
Map showing the location of the #CharlieHebdo offices and the direction the attackers fled http://t.co/N28zmSCwVV http://t.co/q9EYxtcjJy,charliehebdo
Charlie Hebdo attack: huge man hunt underway in #Paris  – live updates http://t.co/IS5Lb1zfbH,charliehebdo
The Pen Is Mightier Than The Sword: 28 Cartoonists Pay Tribute To Charlie Hebdo Victims: http://t.co/sSfQMaSviI http://t.co/0nOThrr8VX,charliehebdo
'Explosions' heard at site of hostage situation at grocery in Paris neighborhood of Vincennes - @FRANCE24 broadcast http://t.co/ZFJYh80uxy,charliehebdo
#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M,charliehebdo
"Children being let out of school lockdown near Paris, as police hunt #CharlieHebdo suspects. http://t.co/7Bxdhozq4H http://t.co/8UdTgzIVft",charliehebdo
Jon Stewart on the Charlie Hebdo attack: 'Comedy shouldn't have to be an act of courage' http://t.co/xmQCP2OcHm,charliehebdo
→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h,charliehebdo
Pencil Eraser✏️is mightier than the sword🔪@varvel @indystar http://t.co/En0AIb4COR #CharlieHebdo http://t.co/isvQqFCY6j,charliehebdo
"The world would be a far better place if all religious fanatics followed this advice
#CharlieHebdo http://t.co/HD43ebNTbT",charliehebdo
"France, turning on your own Muslim citizens &amp; ""blaming Islam"" for #CharlieHebdo feeds the extremists' agenda. Don't help them.",charliehebdo
"@FT's Tony Barber describes #CharlieHebdo as ""editorially foolish"" and ""stupid""  http://t.co/dFan6rptkM http://t.co/cmiaUNA0eO",charliehebdo
"We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie http://t.co/uTy1NbGHF7",charliehebdo
People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos: http://t.co/8AuPWcklfF http://t.co/2XVVTAWFDe,charliehebdo
Paris police name 2 police officers killed at Charlie Hebdo building as Franck Brinsolaro and Ahmed Merabet - @NBCNews,charliehebdo
Terrorists are sick people. You can't be in your right mind and say you believe in God and kill his creation. Makes no sense. #CharlieHebdo,charliehebdo
I Support Satirical Cartoons of Religion #CharlieHebdo http://t.co/kNpuLy0aai,charliehebdo
"Cartoon from The New Yorker, September 2012 #CharlieHebdo http://t.co/CeU2nZutSr",charliehebdo
DEVELOPING: Terrorists take hostages in two different #Paris locations. http://t.co/EBbK7ny8Cx,charliehebdo
Papers covering the #CharlieHebdo story without publishing the cartoons aren't curbing terrorism - they are victims of it.,charliehebdo
"Thoughts with those affected by #CharlieHebdo attack, particularly those brave #police colleagues killed in the line of duty. #policefamily",charliehebdo
"A history of Charlie Hebdo, the satire magazine targeted in Wednesday's terrorist attack http://t.co/nHWHZGAdQZ http://t.co/6DH0G6tqtb",charliehebdo
"#BREAKING Reports: Cherif Kouachi, 32, and older brother Said, 34, suspected of Charlie Hebdo attack are dead: http://t.co/7tGdSv4fr8",charliehebdo
#JeSuisCharlie NO TWEET between 12h00 and 12h01 (French Time) Please RT,charliehebdo
The pen is mightier http://t.co/jyCLBL4qPX This is how cartoonists responded to #CharlieHebdo attack http://t.co/49HT4SmqAp,charliehebdo
"Where's #JihadistJoe when you need him?

Oh, that's right! Twitter banned him for tweeting the truth about Islam.

#CharlieHebdo",charliehebdo
At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,charliehebdo
The hypocrisy in the western world… (Political cartoon from Carlos Latuff) #CharlieHebdo http://t.co/EkMKJTfIyk,charliehebdo
French forensic experts examine car used by armed gunmen who stormed offices of Charlie Hebdo http://t.co/ZINBZEnyAI http://t.co/DqZDx0gkHO,charliehebdo
Appalled to hear news of apparent terrorist attack in Paris. My thoughts are with the family and friends of those killed.,charliehebdo
An explosion has been reported near a mosque in Paris. Updates: http://t.co/pmS6OiSh40 #ParisShooting #JeSuisCharlie http://t.co/NiglsAQGwM,charliehebdo
