depth,SUM FriendsCount,STD FriendsCount,STD WordCount,SUM WordCount,STD CharCount,STD HashTag,SUM HashTag,Ratio HashTag,SUM Url,STD Url,RATIO Url,SUM Mention,STD Mention,Ratio Mention,STD Statues,STD Listed,STD Follower,STD followers/friend,STD favorite,Tweets Count,Ratio Verified,SUM Verified,SUM RT,STD RT,STD AccAge,thread_time,STD Emoji,RATIO Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,STD FPP,STD SPP,STD TPP,Mean Skepticism,Ratio Skepticism,test_auxiliary,test_tentat,test_certain,root_user_ratio,unique_user_ratio,unique_user_sum,NodeThreadCount_0,NodeThreadCount_25,NodeThreadCount_5,NodeThreadCount_75,NodeThreadRatio_0,NodeThreadRatio_25,NodeThreadRatio_5,NodeThreadRatio_75
2,3898.0,559.9213238383487,0.9574271077563381,99.0,6.86577664134866,1.1055415967851334,14.0,0.8333333333333334,0.0,0.0,0.0,11.0,2.3392781412697,0.8333333333333334,8794.233029851626,537.5243922113881,12882.092040244603,30.852666073432818,1723.5169873127315,6,0.0,0.0,194.0,71.8532455000391,348.8990621305187,84241.0,0.0,0.0,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,5.333333333333333,1.0,0.0,0.0,0.0,0.16666666666666666,1.8333333333333333,11,5,0,0,1,0.8333333333333334,0.0,0.0,0.16666666666666666
6,27371.0,2658.347800205892,6.556808334638895,306.0,39.64191474889524,1.118033988749895,11.0,0.2727272727272727,0.0,0.0,0.0,34.0,0.721568539381252,0.9545454545454546,31543.55949459165,419.31355996467363,297632.9007579313,7.29685118149314,3243.997610654774,22,0.045454545454545456,1.0,1141.0,236.79667063356385,660.4330222357936,71168.0,0.20829889522526548,0.045454545454545456,0.0,0.3181818181818182,0.0,0.6363636363636364,0.5162643950727521,0.8907235428302467,0.7619570279200095,2.9545454545454546,0.8636363636363636,0.4916660830178166,0.0,0.34317429251230674,0.045454545454545456,0.5,11,18,0,2,2,0.8181818181818182,0.0,0.09090909090909091,0.09090909090909091
11,78078.0,3001.78379522086,5.586559054955647,626.0,32.78798351032714,0.35855403138977293,3.0,0.05405405405405406,4.0,0.31051689981286645,0.10810810810810811,66.0,0.8741060339889853,0.972972972972973,28779.782201099642,3370.8701262919108,120591.54205503428,28.035317925250578,7466.149372624835,37,0.02702702702702703,1.0,105.0,16.861139574699187,880.9812147017745,280665.0,0.32432432432432434,0.02702702702702703,0.02702702702702703,0.16216216216216217,0.02702702702702703,0.8918918918918919,0.8963850784744325,1.0040094930273897,0.5908975975425796,4.972972972972973,0.972972972972973,0.47739247926096473,0.0,0.22612433149569605,0.02702702702702703,0.2972972972972973,11,9,1,1,26,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.7027027027027027
2,2840.0,607.0,0.5,31.0,4.5,0.5,1.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,88118.0,236.5,4805.0,7.5241284479939035,10247.0,2,0.5,1.0,102.0,51.0,61.5,337.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,1.0,0.5,0.0,0.0,0.5,5.5,11,1,0,0,1,0.5,0.0,0.0,0.5
2,6758.0,2561.9958799515834,1.8856180831641267,46.0,6.847546194724712,0.9428090415820634,2.0,0.3333333333333333,1.0,0.4714045207910317,0.3333333333333333,5.0,0.9428090415820634,1.0,7880.117441313226,53.1183165730575,2426.814418578854,2.2344140479590715,440.66792738095,3,0.3333333333333333,1.0,260.0,121.85875247825064,713.5437384398147,7492.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.9428090415820634,4.0,1.0,0.4714045207910317,0.0,0.0,0.3333333333333333,3.6666666666666665,11,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
3,12462.0,1187.0298651788194,6.666804406290583,144.0,36.83579825465781,0.6555547773570889,6.0,0.45454545454545453,1.0,0.2874797872880344,0.09090909090909091,13.0,0.5749595745760689,0.9090909090909091,396016.886030953,70.52307517565725,2694.316141634901,891.4633545857346,4329.226266449434,11,0.0,0.0,442.0,125.80274471772225,656.2207222906302,406749.0,0.38569460791993493,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.7272727272727273,1.2264306875665492,0.2874797872880344,0.0,2.8181818181818183,1.0,0.49792959773196915,0.0,0.2874797872880344,0.09090909090909091,1.0,11,9,0,0,2,0.8181818181818182,0.0,0.0,0.18181818181818182
2,2484.0,588.8221293395825,6.020797289396148,38.0,46.48857386498321,1.0,4.0,0.5,2.0,0.5,0.5,3.0,0.4330127018922193,0.75,10003.290717933774,355.90544741546177,50973.551276004895,133.1444675933992,418.5668256085281,4,0.0,0.0,116.0,50.22947341949744,569.7680997563833,13857.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,3.5,0.75,0.0,0.0,0.0,0.25,2.75,11,3,0,0,1,0.75,0.0,0.0,0.25
10,88421.0,7226.519588890632,6.305397214011582,316.0,38.22770301604319,0.7580693814853344,8.0,0.17391304347826086,0.0,0.0,0.0,28.0,0.5070392952039391,0.9565217391304348,67221.80224396156,180.00246795199524,19439.34265353415,0.8635819851275737,11646.975580549357,23,0.0,0.0,163.0,31.965896288385984,393.96063634171304,12541.0,0.0,0.0,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.782608695652174,0.8760626817221687,0.4476360930863915,0.5800723506141884,3.0,0.9565217391304348,0.48804226784007926,0.0,0.20393111999232305,0.043478260869565216,0.4782608695652174,11,9,13,0,1,0.391304347826087,0.5652173913043478,0.0,0.043478260869565216
2,3549.0,980.9453399654844,7.467261881037788,76.0,41.79186523714873,1.1661903789690602,6.0,0.6,1.0,0.4000000000000001,0.2,4.0,0.4000000000000001,0.8,13534.435952783551,522.6833075582192,17736.77333226086,4.559624170689744,2684.19376349771,5,0.0,0.0,113.0,45.2,814.4499002394192,324417.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8000000000000002,0.8944271909999159,4.0,0.6,0.48989794855663565,0.0,0.0,0.2,2.2,11,4,0,0,1,0.8,0.0,0.0,0.2
5,23675.0,3276.5209000825384,6.197340138590783,265.0,39.67879817728088,0.5677270907634907,8.0,0.3181818181818182,1.0,0.20829889522526548,0.045454545454545456,24.0,0.41659779045053097,0.9545454545454546,30245.13260560414,135.2722156026491,38698.3965505107,19.900378188308476,32478.41857524409,22,0.0,0.0,225.0,46.43170137483638,632.3289498563595,162088.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.7272727272727273,0.44536177141512334,0.8282212344676636,0.5378254348272379,2.772727272727273,0.9545454545454546,0.46577048936179993,0.0,0.0,0.045454545454545456,0.5,11,17,2,0,3,0.7727272727272727,0.09090909090909091,0.0,0.13636363636363635
3,55368.0,8866.617017780794,7.046985170979148,324.0,43.72627928374423,1.0677078252031311,8.0,0.15,6.0,0.45825756949558394,0.3,23.0,0.5722761571129799,0.95,15281.528298815534,3196.7056773340896,156117.14446090633,1.596990518680633,3019.3477954684186,20,0.05,1.0,213.0,44.819945336869836,593.9943518249984,21988.0,0.21794494717703367,0.05,0.25,0.0,0.1,0.65,1.1521718621802912,0.6782329983125267,1.4924811556599298,3.7,0.9,0.5,0.0,0.21794494717703367,0.05,0.55,11,15,1,2,2,0.75,0.05,0.1,0.1
3,10774.0,709.7921470168285,4.942326658344624,203.0,31.701516518685466,0.36464227527765836,3.0,0.15789473684210525,5.0,0.44034738238635557,0.2631578947368421,28.0,0.8187552203212655,0.9473684210526315,20107.28831781762,5446.905596407678,676120.1843152785,412.8846845186543,5438.0352534975855,19,0.05263157894736842,1.0,279.0,60.89598779591222,795.3311963649844,36915.0,0.0,0.0,0.15789473684210525,0.0,0.15789473684210525,0.5789473684210527,0.22329687826943606,0.0,0.5813347903782768,2.5789473684210527,0.8947368421052632,0.464829519280413,0.0,0.0,0.05263157894736842,0.5789473684210527,11,17,1,0,1,0.8947368421052632,0.05263157894736842,0.0,0.05263157894736842
4,64828.0,8971.491189317414,7.3246160308919945,125.0,42.83795046451218,0.6000000000000001,2.0,0.1,1.0,0.30000000000000004,0.1,18.0,0.8717797887081347,0.9,42515.553830216064,165.10420951629308,13836.082801501298,1.1030658695620825,31955.68566390025,10,0.0,0.0,111.0,30.978863762249254,674.6679257234629,300214.0,0.0,0.0,0.1,0.1,0.1,0.5,0.8,0.30000000000000004,0.6633249580710799,3.2,1.0,0.48989794855663565,0.0,0.0,0.1,1.1,11,1,0,8,1,0.1,0.0,0.8,0.1
2,8857.0,972.7325477103149,6.469882147303767,87.0,45.76775611716179,1.1110243021644486,5.0,0.25,1.0,0.33071891388307384,0.125,13.0,0.8569568250501305,0.875,23425.373788039647,31.212727772496912,1725.8748098790363,1.2242240047996402,8489.043157763717,8,0.0,0.0,150.0,49.230960786886946,811.6686131051268,168329.0,0.0,0.0,0.125,0.125,0.125,0.875,0.0,0.6614378277661477,0.33071891388307384,3.875,1.0,0.4330127018922193,0.0,0.33071891388307384,0.125,1.375,11,6,1,0,1,0.75,0.125,0.0,0.125
4,9836.0,732.2118852476783,5.486532677049007,176.0,34.450200674750974,0.8112726208286104,5.0,0.21428571428571427,3.0,0.410325903324145,0.21428571428571427,23.0,0.6102859818083951,0.9285714285714286,32161.260490642133,51.14909179874785,1456.8884021525228,56.786092058507904,5041.107892181266,14,0.0,0.0,125.0,31.916104948787854,604.6828988513445,45547.0,0.25753937681885636,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.0,0.35714285714285715,0.41032590332414487,0.0,0.34992710611188266,2.7142857142857144,0.8571428571428571,0.410325903324145,0.0,0.0,0.07142857142857142,0.7857142857142857,11,8,4,1,1,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.07142857142857142
5,15592.0,650.8848100215768,7.505511522448725,286.0,44.30351580052462,0.20393111999232305,1.0,0.043478260869565216,3.0,0.33678116053977536,0.13043478260869565,34.0,0.5800723506141884,0.9565217391304348,22689.871268258274,2772.6042666885833,171843.1744184005,80.9075755971026,4161.138199496852,23,0.08695652173913043,2.0,220.0,43.593802996932375,747.9500605024851,35621.0,0.0,0.0,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.7391304347826086,0.5289358721998452,0.20393111999232305,0.9722034684781693,2.869565217391304,0.8695652173913043,0.47628048478710094,0.0,0.20393111999232305,0.043478260869565216,0.4782608695652174,11,19,1,0,3,0.8260869565217391,0.043478260869565216,0.0,0.13043478260869565
4,16132.0,959.6901270722755,6.609841147864296,218.0,41.26896533716347,0.7348469228349536,8.0,0.25,3.0,0.3570714214271425,0.15,19.0,0.3840572873934304,0.9,9433.87938549142,8921.046002992025,1073060.0924569836,65.9695899363078,1440.5558996443006,20,0.05,1.0,303.0,65.80826315896813,831.3112293238916,351829.0,0.43588989435406733,0.05,0.3,0.25,0.15,0.75,0.5099019513592785,0.30000000000000004,0.4000000000000001,3.3,1.0,0.47696960070847283,0.0,0.21794494717703364,0.05,0.55,11,17,0,1,2,0.85,0.0,0.05,0.1
5,15492.0,574.8893145706932,4.548416288912007,412.0,24.945687695342713,0.865206467049235,8.0,0.21739130434782608,1.0,0.20393111999232305,0.043478260869565216,36.0,0.6478114967717974,0.9565217391304348,23503.049501451394,37.601733459619155,940.2320169759652,2.211046174090653,3778.816409350494,23,0.0,0.0,861.0,174.9456626416518,486.27580915658194,5157.0,0.20393111999232305,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.8260869565217391,0.7655137765938701,0.5070392952039391,0.8272303300191499,5.260869565217392,1.0,0.41247099915239727,0.0,0.0,0.043478260869565216,0.4782608695652174,11,3,3,14,3,0.13043478260869565,0.13043478260869565,0.6086956521739131,0.13043478260869565
2,6129.0,1784.3268086311991,6.887670143089026,68.0,40.03698290331078,0.0,0.0,0.0,2.0,0.48989794855663565,0.4,6.0,0.7483314773547883,0.8,15153.324176562712,1468.600340460263,83368.64241044111,9.144591432057851,400.1357769557729,5,0.2,1.0,139.0,55.6,531.5766736793479,5941.0,0.0,0.0,0.2,0.0,0.0,0.6,1.2,0.0,0.4,3.6,0.8,0.48989794855663565,0.0,0.0,0.2,2.2,11,4,0,0,1,0.8,0.0,0.0,0.2
12,25917.0,528.3228902753399,6.57500645448681,599.0,35.22581474843922,0.44095855184409843,6.0,0.1388888888888889,0.0,0.0,0.0,51.0,0.6400954789890507,0.9722222222222222,13160.105141423957,209.76373209511013,5165.74046200865,3.413676979750034,924.9254007289345,36,0.0,0.0,105.0,16.918719087317328,487.5926019995498,47558.0,0.0,0.0,0.0,0.2222222222222222,0.027777777777777776,0.7777777777777778,0.7632573146685605,0.6431020501550127,0.8548156974127288,4.083333333333333,1.0,0.44790320823880836,0.0,0.0,0.027777777777777776,0.3055555555555556,11,18,4,6,8,0.5,0.1111111111111111,0.16666666666666666,0.2222222222222222
3,72926.0,13648.833746514756,6.830080526611674,105.0,41.76793028149707,0.45825756949558394,3.0,0.3,3.0,0.45825756949558394,0.3,12.0,0.6000000000000001,0.9,16420.981303198663,94.92254737416184,13476.452743953061,7.387716246577948,2933.0033685626754,10,0.0,0.0,282.0,84.26719409117644,723.8322733893536,29273.0,0.0,0.0,0.1,0.0,0.0,0.8,0.8000000000000002,0.6000000000000001,0.30000000000000004,2.4,0.7,0.5,0.0,0.30000000000000004,0.1,1.1,11,8,0,0,2,0.8,0.0,0.0,0.2
2,1764.0,754.4830459769568,7.408703590297623,34.0,43.93935214209088,0.4714045207910317,5.0,1.0,1.0,0.4714045207910317,0.3333333333333333,4.0,0.9428090415820634,0.6666666666666666,2639.4693069293726,180.54977768533035,8556.19826013088,122.15456410360741,604.9905417075175,3,0.3333333333333333,1.0,656.0,296.5314298500058,774.4031393416624,162863.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4714045207910317,3.3333333333333335,1.0,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,11,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
4,5219.0,179.08630012528033,5.286228795278639,301.0,35.00873562766776,0.7100226978096958,14.0,0.5,0.0,0.0,0.0,30.0,0.5677270907634907,0.9545454545454546,5510.532654879731,1128.9468946363645,57608.41939327737,676.2758601492777,188.88076719156993,22,0.09090909090909091,2.0,2138.0,444.6886179588463,666.433364825071,17689.0,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.38569460791993493,0.2082988952252655,0.7496555682941201,3.3181818181818183,0.8636363636363636,0.49166608301781667,0.20829889522526548,0.0,0.045454545454545456,0.5,11,20,1,0,1,0.9090909090909091,0.045454545454545456,0.0,0.045454545454545456
9,82489.0,3661.406524516658,6.256235183243523,477.0,42.110972763107135,0.784872584554609,20.0,0.4838709677419355,5.0,0.3677985242255284,0.16129032258064516,60.0,0.9816209067550282,0.967741935483871,15306.713881229747,4306.8676205976835,534312.523991511,254.3993634241355,1262.902129114178,31,0.06451612903225806,2.0,245.0,42.205606445123195,675.9563402953121,3923.0,0.0,0.0,0.0,0.12903225806451613,0.1935483870967742,0.8709677419354839,0.24567010018915833,0.5982979674513357,0.6657989496951707,3.3548387096774195,0.8709677419354839,0.49345350131543086,0.0,0.0,0.03225806451612903,0.3548387096774194,11,12,5,3,11,0.3870967741935484,0.16129032258064516,0.0967741935483871,0.3548387096774194
5,6931.0,805.8229916535957,6.423807758833462,113.0,41.88370683164497,1.3850513878332367,5.0,0.2857142857142857,0.0,0.0,0.0,9.0,0.6998542122237652,0.8571428571428571,5307.489248453451,46.973288110567346,1286.4100022456103,4.7822182269724545,158.04313541897739,7,0.2857142857142857,2.0,157.0,54.531398931145674,515.459295885025,188369.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,1.0301575072754257,1.0690449676496976,0.34992710611188266,3.4285714285714284,0.8571428571428571,0.3499271061118826,0.0,0.0,0.14285714285714285,1.5714285714285714,11,2,0,0,5,0.2857142857142857,0.0,0.0,0.7142857142857143
2,6955.0,417.5855467911801,6.681317235396027,216.0,42.039980970499975,0.44221663871405337,4.0,0.26666666666666666,5.0,0.47140452079103173,0.3333333333333333,14.0,0.24944382578492946,0.9333333333333333,25885.20422394916,20997.488201528613,1389454.5501112395,381.9447116616488,1218.4919458996117,15,0.06666666666666667,1.0,194.0,48.39210220227631,684.1465535005397,18515.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.7333333333333333,0.5416025603090641,0.49888765156985887,0.879393730551528,3.8666666666666667,0.8666666666666667,0.48989794855663565,0.0,0.0,0.06666666666666667,0.7333333333333333,11,14,0,0,1,0.9333333333333333,0.0,0.0,0.06666666666666667
5,25191.0,1843.5740688944397,4.504442251822083,158.0,25.486466997212464,0.48989794855663565,8.0,0.4,0.0,0.0,0.0,25.0,0.6224949798994366,0.95,25260.27920253456,230.76470159016955,25613.070150755062,13.10386277974752,2001.086436788776,20,0.15,3.0,925.0,199.53668209128867,607.7403968801152,50108.0,0.0,0.0,0.4,0.2,0.15,0.7,0.4000000000000001,0.4000000000000001,0.714142842854285,2.55,0.85,0.45825756949558394,0.0,0.0,0.05,0.55,11,12,2,4,2,0.6,0.1,0.2,0.1
9,10995.0,261.08673470420047,6.077371412727827,402.0,41.495734018418894,0.8997629471600873,11.0,0.1935483870967742,5.0,0.3677985242255284,0.16129032258064516,62.0,1.2443420336765103,0.967741935483871,14250.337051858502,4318.219523154896,536699.7906717933,252.12746467195325,3564.091980311494,31,0.06451612903225806,2.0,732.0,128.60408798483036,701.7703820301147,33033.0,1.236792871785859,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.03225806451612903,0.4838709677419355,0.3352356401746214,0.6069318620073154,0.9645107346920034,2.806451612903226,0.8387096774193549,0.39507899077148034,0.0,0.0,0.03225806451612903,0.3548387096774194,11,28,0,0,3,0.9032258064516129,0.0,0.0,0.0967741935483871
4,45927.0,7060.159948336422,4.879405061070458,193.0,31.402067507570262,0.9662265521087692,15.0,0.5625,4.0,0.4330127018922193,0.25,17.0,0.42847841252506524,0.9375,20935.71943921441,175.47222002356955,22870.712307088157,1.5803430823393543,5954.007526120013,16,0.0,0.0,155.0,35.494222681304066,805.6093093894832,42776.0,1.7320508075688772,0.25,0.25,0.0625,0.125,0.9375,0.33071891388307384,0.4841229182759271,0.6817945071647321,3.4375,0.9375,0.49607837082461076,0.0,0.0,0.0625,0.6875,11,14,0,0,2,0.875,0.0,0.0,0.125
7,20783.0,676.9866598390252,6.845027392202313,404.0,32.23354774144478,0.7222188034107114,7.0,0.16,2.0,0.2712931993250107,0.08,41.0,0.6248199740725323,0.96,40595.13736149196,103.25629472337268,15987.219433835266,66.96156913878032,19763.617541897536,25,0.04,1.0,219.0,28.134363330276376,630.7791550138606,63384.0,0.0,0.0,0.08,0.12,0.08,0.6,0.7332121111929344,0.5122499389946279,0.6858571279792899,4.92,1.0,0.4898979485566356,0.0,0.0,0.04,0.44,11,24,0,0,1,0.96,0.0,0.0,0.04
4,14939.0,709.7575272584293,5.309425580983314,258.0,34.829979902377204,1.2031209415515964,11.0,0.25,4.0,0.4000000000000001,0.2,33.0,0.6538348415311009,0.95,18451.31862469455,41.644297328685944,19387.05163478965,4.538585375077847,22369.07404179932,20,0.0,0.0,151.0,30.86660817129086,599.9079179340777,152751.0,0.30000000000000004,0.1,0.05,0.1,0.1,0.7,0.5361902647381804,0.0,0.5894913061275798,3.6,1.0,0.48989794855663565,0.0,0.0,0.05,0.55,11,15,0,2,3,0.75,0.0,0.1,0.15
9,108596.0,4687.112004765353,5.066252081509234,562.0,28.97380494973273,0.35855403138977293,3.0,0.05405405405405406,2.0,0.22612433149569605,0.05405405405405406,84.0,0.8898420342245582,0.972972972972973,19751.13194862534,123.84686224742143,7737.095709660885,0.8683572938599818,13568.141946009271,37,0.0,0.0,749.0,118.79494151697669,628.4427552027607,295844.0,0.0,0.0,0.0,0.05405405405405406,0.21621621621621623,0.6756756756756757,0.6922296472900377,0.38791081336236005,0.7577213929122262,4.45945945945946,1.0,0.4440993709501347,0.22612433149569605,0.22612433149569608,0.02702702702702703,0.2972972972972973,11,35,0,0,2,0.9459459459459459,0.0,0.0,0.05405405405405406
8,40670.0,773.1096233196307,6.1721180580343775,600.0,37.40522458756639,0.28747978728803447,4.0,0.09090909090909091,5.0,0.3173690919038395,0.11363636363636363,83.0,0.9099427826894364,0.9772727272727273,26052.173652829624,574.6360162192791,33252.862254259,131.8814628691044,5103.778330754919,44,0.11363636363636363,5.0,286.0,39.29752478904307,652.8628847476258,6421.0,0.0,0.0,0.022727272727272728,0.1590909090909091,0.022727272727272728,0.5454545454545454,0.48265364958171136,0.7226415043447565,0.6904753423165141,2.8863636363636362,0.8636363636363636,0.49948320399627066,0.0,0.20829889522526548,0.022727272727272728,0.25,11,27,13,2,2,0.6136363636363636,0.29545454545454547,0.045454545454545456,0.045454545454545456
2,1946.0,226.02212281102044,5.948760803902004,116.0,37.599392092350186,0.0,0.0,0.0,1.0,0.34992710611188266,0.14285714285714285,10.0,0.7284313590846835,0.8571428571428571,9937.839877386405,526.4744891778728,18065.447712725654,16.33126747510576,539.4180537715565,7,0.0,0.0,101.0,35.34263771730014,715.7900444649268,63962.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.3499271061118826,0.3499271061118826,0.45175395145262565,4.285714285714286,1.0,0.3499271061118826,0.0,0.0,0.14285714285714285,1.5714285714285714,11,6,0,0,1,0.8571428571428571,0.0,0.0,0.14285714285714285
10,9440.0,454.26168449973324,5.3329081463168055,305.0,32.43357069359629,0.9035079029052513,12.0,0.2857142857142857,1.0,0.21295885499998,0.047619047619047616,34.0,0.5753831415997415,0.9523809523809523,38842.16721997719,81.43433563557917,1993.9827816040272,5.348056483324676,14173.514068097184,21,0.0,0.0,314.0,65.30986667271075,278.1335100866247,19860.0,0.21295885499998,0.047619047619047616,0.3333333333333333,0.0,0.0,1.0,0.4714045207910316,0.45175395145262565,0.45175395145262565,3.0476190476190474,0.8571428571428571,0.49943278484292924,0.0,0.21295885499998,0.047619047619047616,0.5238095238095238,11,7,1,12,1,0.3333333333333333,0.047619047619047616,0.5714285714285714,0.047619047619047616
9,15522.0,275.4277139287185,6.079473661428265,300.0,35.36099546110092,1.0198039027185568,10.0,0.24,5.0,0.4,0.2,63.0,0.5741080037762929,1.0,26317.653893795323,1107.280375695334,64376.990672183485,23.858091431019343,6755.088795863457,25,0.04,1.0,245.0,40.29590549919433,748.2746169689308,27322.0,0.19595917942265426,0.04,0.32,0.0,0.28,0.76,0.0,0.0,0.19595917942265428,3.12,1.0,0.46647615158762407,0.0,0.0,0.04,0.44,11,13,1,0,11,0.52,0.04,0.0,0.44
2,1847.0,373.8284198666549,3.640054944640259,30.0,24.23324163210527,0.8660254037844386,2.0,0.25,1.0,0.4330127018922193,0.25,6.0,0.8660254037844386,0.75,20109.707985199588,8.440971508067067,567.3977881521922,1.0849225473435569,3500.226662303457,4,0.0,0.0,255.0,109.84164738385891,408.71834739830314,5482.0,0.0,0.0,0.25,0.0,0.25,0.75,0.4330127018922193,0.0,0.0,2.5,0.75,0.4330127018922193,0.0,0.0,0.25,2.75,11,1,0,1,2,0.25,0.0,0.25,0.5
5,15944.0,691.5327627693941,5.974636473605364,277.0,38.932554522570086,0.2082988952252655,1.0,0.045454545454545456,2.0,0.2874797872880344,0.09090909090909091,45.0,0.6379849476190091,1.0,10981.215115515364,218.07467066000828,10181.021123530223,5.336298429306243,2088.0118464880366,22,0.045454545454545456,1.0,165.0,33.506783573696616,817.2718841637881,4980.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.6314747267931727,0.5677270907634907,0.3431742925123068,3.3636363636363638,1.0,0.49792959773196915,0.0,0.2874797872880344,0.045454545454545456,0.5,11,9,8,1,4,0.4090909090909091,0.36363636363636365,0.045454545454545456,0.18181818181818182
15,49608.0,545.5040761105945,5.581239961896095,1220.0,34.323882372872035,0.39521010763510184,13.0,0.14457831325301204,0.0,0.0,0.0,135.0,0.7871076130631844,0.9879518072289156,39534.64154322418,100.32573599214759,7289.949032503702,2.839969664034809,18264.6721433003,83,0.03614457831325301,3.0,3109.0,336.1060970330153,573.6646225309368,206172.0,0.10910102576069175,0.012048192771084338,0.0963855421686747,0.13253012048192772,0.024096385542168676,0.43373493975903615,0.8251033093139245,0.7170446272947716,0.8103697214843489,3.8072289156626504,1.0,0.447570496891728,0.15334845857057658,0.1866497998172249,0.012048192771084338,0.13253012048192772,11,44,0,0,39,0.5301204819277109,0.0,0.0,0.46987951807228917
5,22824.0,1034.012303715195,4.784189462079624,305.0,39.10371068116064,0.4391089103635685,6.0,0.2608695652173913,7.0,0.4601306627938419,0.30434782608695654,35.0,0.6507230237867725,0.9565217391304348,81649.71729033532,2109.987430417949,96910.1526740133,51.31718411922985,62488.496805487746,23,0.043478260869565216,1.0,1097.0,218.4095544140807,648.0509151739892,13618.0,0.20393111999232305,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.391304347826087,0.6086956521739131,0.33678116053977536,0.20393111999232305,0.5465132647815886,4.434782608695652,0.9565217391304348,0.4995271866554807,0.0,0.20393111999232305,0.043478260869565216,0.4782608695652174,11,7,4,7,5,0.30434782608695654,0.17391304347826086,0.30434782608695654,0.21739130434782608
3,10229.0,729.2854239540488,5.771587692290217,137.0,34.70201135145821,0.8451542547285166,14.0,0.7142857142857143,4.0,0.45175395145262565,0.2857142857142857,18.0,0.6998542122237652,0.9285714285714286,18884.526718794335,547.0883971404569,31552.30645568513,39.57347569545754,5189.610230733979,14,0.07142857142857142,1.0,129.0,32.94623015813271,616.2818439841383,182182.0,0.25753937681885636,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.7142857142857143,0.7726181304565691,0.25753937681885636,0.0,2.357142857142857,0.7857142857142857,0.34992710611188266,0.0,0.25753937681885636,0.07142857142857142,0.7857142857142857,11,11,0,2,1,0.7857142857142857,0.0,0.14285714285714285,0.07142857142857142
14,32026.0,643.9752757106232,5.924147055407034,685.0,35.420260293987084,0.28860978651596886,2.0,0.02127659574468085,0.0,0.0,0.0,96.0,0.9666226971574933,0.9787234042553191,37980.87176498279,33.719262783486805,701.047179604043,89.53116441539223,6996.612109989736,47,0.0,0.0,617.0,87.71098987918354,441.2021224010905,7131.0,0.0,0.0,0.06382978723404255,0.2553191489361702,0.1276595744680851,0.574468085106383,0.746805479778053,0.8473322447548884,0.8642594047485064,2.9361702127659575,0.8936170212765957,0.4944234058988191,0.20184751022351363,0.2444494743207672,0.02127659574468085,0.23404255319148937,11,5,5,17,20,0.10638297872340426,0.10638297872340426,0.3617021276595745,0.425531914893617
4,5377.0,532.7875837282622,3.6996621467371855,118.0,21.48509657879154,0.9270248108869579,7.0,0.5,3.0,0.4841229182759271,0.375,17.0,1.0532687216470449,0.875,7479.230206670671,15.56789565098636,325.12103515460205,0.5682194442838062,10473.960973976129,8,0.0,0.0,174.0,57.54509101565485,882.5352684170758,312285.0,0.0,0.0,0.25,0.25,0.125,0.75,0.4841229182759271,0.0,0.6959705453537527,4.5,1.0,0.4841229182759271,0.0,0.0,0.125,1.375,11,3,1,0,4,0.375,0.125,0.0,0.5
